Num_Houses,Avg_Area,Status,Season,Peak_Load_kVA,Transformer_Size_kVA
39,320,Middle,Autumn,220.84,250
46,331,High,Spring,322.14,400
86,224,Middle,Spring,334.26,400
59,116,High,Summer,513.87,630
19,144,Middle,Winter,117.75,250
98,104,High,Autumn,500.37,630
26,183,Low,Summer,121.91,250
72,301,High,Autumn,486.94,630
29,198,High,Summer,274.94,400
29,232,Middle,Winter,196.5,250
100,134,Middle,Winter,506.76,630
83,104,High,Summer,689.69,1000
14,280,Low,Autumn,50.12,100
59,243,Low,Summer,283.28,400
20,194,High,Winter,223.24,250
46,225,Middle,Winter,278.03,400
66,355,Middle,Summer,519.0,630
54,351,High,Spring,364.21,630
20,187,Low,Spring,54.34,100
13,142,Middle,Winter,78.15,100
29,175,Middle,Summer,184.6,250
14,143,Low,Autumn,39.24,50
65,201,Middle,Winter,362.46,400
94,176,Middle,Spring,308.19,400
86,275,Middle,Summer,575.67,1000
81,123,High,Autumn,453.26,630
72,115,Low,Autumn,155.85,250
95,138,Middle,Autumn,302.79,400
17,102,Low,Spring,39.81,50
99,378,Middle,Spring,421.93,630
22,172,High,Autumn,157.04,250
56,350,Middle,Winter,391.9,630
44,309,High,Winter,428.76,630
21,313,Middle,Autumn,105.19,250
94,202,High,Summer,743.61,1000
35,125,High,Summer,307.79,400
78,283,High,Winter,788.57,1000
61,230,Middle,Spring,251.59,400
71,196,High,Spring,458.12,630
15,192,High,Spring,93.43,250
38,153,High,Autumn,221.91,250
75,275,Low,Summer,327.86,400
72,184,Low,Summer,268.22,400
83,388,Middle,Winter,563.59,630
22,362,High,Spring,178.38,250
38,233,Middle,Autumn,173.38,250
42,130,Middle,Winter,231.55,400
19,262,High,Winter,224.13,250
50,115,High,Winter,443.98,630
21,346,Low,Winter,128.71,250
51,259,Middle,Winter,341.88,400
89,215,High,Winter,684.33,1000
84,306,Low,Spring,258.26,400
31,177,Low,Autumn,90.1,100
16,114,High,Winter,150.97,250
42,216,High,Summer,382.65,630
89,334,Middle,Winter,648.03,1000
82,267,Middle,Autumn,375.12,630
56,155,Low,Autumn,139.77,250
69,196,Middle,Autumn,269.69,400
31,344,Middle,Spring,175.96,250
36,136,High,Autumn,227.12,250
92,367,Middle,Summer,698.7,1000
49,220,Low,Summer,232.22,400
56,142,Middle,Summer,299.65,400
10,388,High,Winter,125.56,250
98,181,Low,Summer,309.41,400
65,355,High,Winter,690.6,1000
16,268,Middle,Summer,118.92,250
16,326,High,Winter,195.76,250
58,284,Low,Summer,291.76,400
77,257,Middle,Autumn,311.86,400
71,280,Middle,Winter,446.06,630
50,199,Low,Summer,225.81,250
34,390,Low,Autumn,156.45,250
45,216,Middle,Autumn,189.78,250
92,366,High,Summer,860.37,1000
98,169,High,Autumn,495.75,630
19,111,High,Summer,173.95,250
84,143,Middle,Winter,412.49,630
53,326,Middle,Spring,250.21,400
28,272,High,Summer,285.61,400
29,139,Low,Spring,79.87,100
100,174,Middle,Summer,567.03,630
83,147,Middle,Autumn,274.91,400
52,330,High,Autumn,395.67,630
70,326,Low,Winter,358.55,400
76,396,Middle,Autumn,384.6,630
27,372,High,Winter,325.18,400
84,237,High,Summer,727.14,1000
61,196,High,Winter,554.07,630
68,277,Low,Spring,193.85,250
100,243,Low,Summer,366.43,630
70,153,Low,Spring,177.8,250
61,321,Middle,Autumn,283.72,400
99,104,Middle,Spring,287.79,400
68,200,Middle,Winter,399.15,630
72,245,High,Summer,626.55,1000
87,197,Low,Autumn,236.18,400
51,122,High,Winter,413.92,630
81,381,Low,Spring,307.22,400
96,200,High,Winter,805.25,1000
65,110,High,Summer,576.82,1000
10,320,Middle,Spring,60.66,100
59,165,Low,Summer,207.07,250
50,162,High,Autumn,326.37,400
42,349,High,Spring,301.45,400
13,242,Low,Winter,70.86,100
64,278,High,Spring,409.34,630
84,275,Middle,Winter,505.76,630
58,378,High,Spring,432.84,630
56,218,Low,Summer,234.19,400
86,335,Middle,Spring,389.08,630
59,310,High,Autumn,438.78,630
16,120,Low,Spring,37.16,50
33,243,High,Autumn,208.79,250
60,336,High,Autumn,386.58,630
98,381,Low,Summer,516.52,630
100,210,High,Summer,866.09,1000
76,284,Middle,Winter,516.85,630
35,400,Middle,Summer,299.12,400
95,284,Middle,Winter,553.72,630
18,305,Middle,Spring,91.06,250
25,161,Middle,Autumn,99.64,250
36,105,Low,Summer,115.24,250
36,209,Low,Autumn,112.17,250
36,213,High,Autumn,247.97,400
37,187,High,Autumn,257.25,400
13,282,High,Spring,96.93,250
33,244,High,Spring,245.47,400
71,399,Low,Summer,441.67,630
83,205,Middle,Autumn,345.54,400
52,118,Low,Summer,182.01,250
69,331,High,Autumn,509.13,630
82,168,Low,Autumn,210.09,250
26,169,High,Autumn,178.16,250
50,170,Middle,Winter,317.09,400
53,373,Low,Autumn,227.16,250
63,219,Low,Summer,264.58,400
75,124,High,Spring,386.44,630
51,254,High,Winter,493.49,630
18,254,Middle,Summer,126.08,250
91,111,Middle,Summer,442.8,630
75,229,Low,Autumn,218.74,250
44,369,Middle,Winter,358.11,400
43,246,Low,Spring,123.71,250
74,187,High,Summer,607.31,1000
28,107,Low,Summer,91.36,250
32,140,Low,Spring,80.26,100
87,388,High,Summer,903.48,1000
13,250,High,Spring,92.32,250
42,318,Middle,Winter,338.46,400
55,371,Middle,Winter,417.06,630
48,396,Low,Winter,312.35,400
12,270,Low,Autumn,42.43,50
35,249,High,Spring,234.19,400
44,262,Low,Summer,228.36,400
39,242,Low,Summer,204.27,250
51,184,High,Autumn,296.44,400
58,281,Low,Winter,293.47,400
71,386,Low,Spring,264.28,400
59,153,High,Autumn,321.72,400
65,349,Middle,Summer,502.71,630
43,185,High,Winter,430.37,630
68,312,Middle,Winter,492.99,630
100,215,Low,Autumn,263.11,400
78,182,High,Summer,638.93,1000
49,382,Middle,Winter,403.72,630
36,263,Low,Summer,170.49,250
98,370,High,Winter,927.97,1000
62,125,Low,Summer,215.32,250
78,189,Middle,Winter,473.35,630
83,321,Low,Autumn,251.62,400
89,339,Middle,Autumn,433.04,630
10,195,Low,Winter,46.56,100
83,100,Middle,Autumn,268.19,400
30,178,Low,Autumn,81.28,100
59,112,High,Spring,327.99,400
66,107,Middle,Winter,323.26,400
20,224,Middle,Summer,154.02,250
